0.0000050853 0.0000009902 0.0000003682 
0.0000050380 0.0000009944 0.0000002787 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049997 0.0000009952 0.0000002103 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049812 0.0000009890 0.0000001967 
0.0000049644 0.0000009820 0.0000001943 
0.0000049644 0.0000009820 0.0000001943 
0.0000046288 0.0000008425 0.0000001544 
0.0000043018 0.0000008082 0.0000004554 
0.0000039615 0.0000007515 0.0000006587 
0.0000036172 0.0000006756 0.0000007909 
0.0000032747 0.0000005835 0.0000008729 
0.0000029378 0.0000004780 0.0000009199 
0.0000026092 0.0000003615 0.0000009433 
0.0000022909 0.0000002364 0.0000009518 
0.0000019846 0.0000001048 0.0000009524 
0.0000016923 -0.0000000311 0.0000009508 
0.0000014154 -0.0000001690 0.0000009517 
0.0000011560 -0.0000003065 0.0000009592 
0.0000009155 -0.0000004404 0.0000009762 
0.0000006949 -0.0000005671 0.0000010027 
0.0000004924 -0.0000006799 0.0000010278 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
0.0000004705 -0.0000006878 0.0000010195 
